id,title,genre,imdb_link,plot,poster_path
556,The War Room,"Documentary, History",tt0108515,"A behind-the-scenes documentary about the Clinton for President campaign, focusing on the adventures of spin doctors James Carville and George Stephanopoulos. Bill Clinton himself is almost never seen.",data/posters/556-the-war-room.jpeg
558,The Pagemaster,"Animation, Adventure, Comedy, Family, Fantasy",tt0110763,"This is the story of a young boy named Richard Tyler, who spouts statistics about the possibility of accidents. So much so, he is scared to do anything that might endanger him, like riding his bike, or climbing into his treehouse. While riding his bike home, Richard finds shelter from a storm inside a nearby library. Richard slips and is knocked unconscious while exploring a rotunda in the library. Upon awakening, he is led on a journey through conflicts and events that resemble fictional stories, keeping him from finding the exit from the library.",data/posters/558-the-pagemaster.jpeg
562,Welcome to the Dollhouse,"Comedy, Drama",tt0114906,"Seventh-grade is no fun. Especially for Dawn Weiner when everyone at school calls you 'Dog-Face' or 'Wiener-Dog.' Not to mention if your older brother is 'King of the Nerds' and your younger sister is a cutesy ballerina who gets you in trouble but is your parents' favorite. And that's just the beginning--her life seems to be falling apart when she faces rejection from the older guy in her brother's band that she has a crush on, her parents want to tear down her 'Special People's Club' clubhouse, and her sister is abducted....",data/posters/562-welcome-to-the-dollhouse.jpeg
563,Germinal,"Drama, Romance",tt0107002,"It's mid 19th century, north of France. The story of a coal miner's town. They are exploited by the mine's owner. One day the decide to go on strike, and then the authorities repress them",data/posters/563-germinal.jpeg
564,Chasers,"Action, Comedy, Drama, Romance",tt0109403,A hapless Navy sailor is assigned SP duty. The catch: he must escort a beautiful female prisoner on her way to prison for going UA. She in turn will try anything to escape.,data/posters/564-chasers.jpeg
567,Kika,Comedy,tt0107315,"Kika, a young cosmetologist, is called to the mansion of Nicolas, an American writer to make-up the corpse of his stepson, Ramon. Ramon, who is not dead, is revived by Kika's attentions and she then moves in with him. They might live happily ever after but first they have to cope with Kika's affair with Nicolas, the suspicious death of Ramon's mother and the intrusive gaze of tabloid-TV star and Ramon's ex-psychologist Andrea Scarface.",data/posters/567-kika.jpeg
568,Bhaji on the Beach,"Comedy, Drama",tt0106408,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool. The women vary in ages from mid-teens to old, and initially have little in common. But the events of the day lead them to better mutual understanding and solidarity.",data/posters/568-bhaji-on-the-beach.jpeg
569,Little Big League,"Comedy, Family, Sport",tt0110363,"When the owner of the Minnesota Twins dies suddenly, his will bequeaths the team to his grandson Billy, a devotee of baseball who, although only 12, has devoured voluminous lore, knows the team intimately, and has shown an uncanny sixth sense of what they need to improve. They hate their manager, so Billy quickly fires the SOB, winning their instant approval. However, this turns to dismay when he announces their new manager: Billy Heywood. How will Billy convince a gang of proud, tough men to stick around and take orders from a kid? On the other hand, what's to lose-- the team has nowhere to go but up.",data/posters/569-little-big-league.jpeg
573,"Ciao, Professore!",Comedy,tt0107225,A teacher must deal with the underworld of Naples and the family problems of his students.,data/posters/573-ciao-professore.jpeg
574,Spanking the Monkey,"Comedy, Drama",tt0111252,"Raymond Aibelli is a promising medical student ready to begin a prestigious summer internship. But Susan, his mother, is immobilized by a broken leg, and his father Tom, a travelling salesman, makes Raymond stay home and take care of his mother, an attractive though unhappy woman. His mother's condition leads them to a degree of immediate physical contact which Raymond finds disturbing. He soon meets Toni, a high school girl, but his sexual impulses are increasingly confused, especially since he is still upset over losing the internship.",data/posters/574-spanking-the-monkey.jpeg
575,The Little Rascals,"Comedy, Family, Romance",tt0110366,"The story begins with Spanky, who is the president of the ""He-Man Woman Haters Club"" with many school-aged boys from around the neighborhood as members. His best friend, Alfalfa, has been chosen as the driver for the club's prize-winning go-kart, called ""The Blur"", in the annual Soap Box Derby style race. However, when the announcement is made, Alfalfa is nowhere to be found. The boys catch Alfalfa in the company of Darla -- ""a girl!"" Alfalfa isn't like his friends because he's in love with Darla, and unfortunately threatens the very existence of their ""boys only"" club. The club's members try their hardest to break the two apart, eventually causing their beloved clubhouse to burn down. Darla is mistakenly led to believe Alfalfa feels ashamed of her, so she turns her attentions to Waldo, the new rich kid whose father is an oil tycoon. Further trouble ensures when their prized go-cart ""The Blur"" is stolen by local neighborhood bullies Butch and Woim. How can they win the big race and its prize trophy?! In addition to having to rebuild the clubhouse, the boys now need a new set of wheels. They band together to build ""Blur 2: The Sequel."" Prior to race day, Spanky and Alfalfa reconcile and decide to ride in the two-seat go-kart together.",data/posters/575-the-little-rascals.jpeg
577,Andre,"Adventure, Drama, Family",tt0109120,"Toni Whitney and her family adopt a baby sea lion. When it grows and starts getting into mischief, it antagonizes some of the fisherman in the town. One of the fisherman, Billy Baker, is upset with the Whitney's because Toni's father, Harry, was appointed Harbor Master instead of him, partially because of the seal. But when the humorous antics of the sea lion attracts media attention, further squeezing out Mark, and running down his business, he gets even more upset.",data/posters/577-andre.jpeg
